Car Make,Car Model,Price,Fuel Type,Transmission Type,Available Color Variants Count,Available Colors (Detailed),Location Details
Tata,Harrier (2020-2023) 2.0 XT+ Camo,N/A,Diesel,Manual,Available in 1 colors,Majesto Camo Green (#374339),N/A
Tata,Harrier (2020-2023) 2.0 XT + Dark Edition,N/A,Diesel,Manual,Available in 1 colors,Atlas Black (#151718),N/A
Tata,Harrier (2020-2023) 2.0 XZS Dark Edition,N/A,Diesel,Manual,Available in 1 colors,Oberon Black (#151718),N/A
Tata,Harrier (2020-2023) 2.0 XMS,N/A,Diesel,Manual,Available in 4 colors,Calypso Red (#b01214); Orcus White (#d9dade); Telesto Grey (#626d78); Sparkle Cocoa (#6c6962),N/A
Tata,Harrier (2020-2023) 2.0 XT Dark Edition,N/A,Diesel,Manual,Available in 1 colors,Atlas Black (#151718),N/A
Tata,Harrier (2020-2023) 2.0 XZAS,N/A,Diesel,Automatic,Available in 7 colors,"Royale Blue (#003670); Calypso Red (#b01214); Orcus White (#d9dade); Daytona Grey (#626d78); Calypso Red with Black Roof (#b01214, #151718); Tropical Mist with Black Roof (#6b8ea2, #151718); Orcus White with Black Roof (#d9dade, #151718)",N/A
Tata,Harrier (2020-2023) 2.0 XT,N/A,Diesel,Manual,Available in 4 colors,Daytona Grey (#626d78); Orcus White (#d9dade); Calypso Red (#b01214); Sparkle Cocoa (#6c6962),N/A
Tata,Harrier (2020-2023) 2.0 XZ Camo,N/A,Diesel,Manual,Available in 1 colors,Majesto Camo Green (#374339),N/A
Tata,Harrier (2020-2023) 2.0 XZA+ Camo,N/A,Diesel,Automatic,Available in 1 colors,Majesto Camo Green (#374339),N/A
Tata,Harrier (2020-2023) 2.0 XZ+ Camo,N/A,Diesel,Manual,Available in 1 colors,Majesto Camo Green (#374339),N/A
Tata,Harrier (2020-2023) 2.0 XT +,N/A,Diesel,Manual,Available in 6 colors,Daytona Grey (#626d7); Tropical Mist (#6b8ea2); Royale Blue (#003670); Sparkle Cocoa (#6c6962); Orcus White (#d9dade); Calypso Red (#b01214),N/A
Tata,Harrier (2020-2023) 2.0 XZ Dark Edition,N/A,Diesel,Manual,Available in 1 colors,Atlas Black (#151718),N/A
Tata,Harrier (2020-2023) 2.0 XT Camo,N/A,Diesel,Manual,Available in 1 colors,Majesto Camo Green (#374339),N/A
Tata,Harrier (2020-2023) 2.0 XMAS,N/A,Diesel,Automatic,Available in 4 colors,Orcus White (#d9dade); Calypso Red (#b01214); Telesto Grey (#626d78); Sparkle Cocoa (#6c6962),N/A
Tata,Harrier (2020-2023) 2.0 XZA Dark Edition,N/A,Diesel,Automatic,Available in 1 colors,Atlas Black (#151718),N/A
Tata,Harrier (2020-2023) 2.0 XZA+ Jet,N/A,Diesel,Automatic,Available in 1 colors,StarLight (#8d7458),N/A
Tata,Harrier (2020-2023) 2.0 XZ+ Jet,N/A,Diesel,Manual,Available in 1 colors,StarLight (#8d7458),N/A
Tata,Harrier (2020-2023) 2.0 XZA+,N/A,Diesel,Automatic,Available in 9 colors,"Daytona Grey (#626d78); Sparkle Cocoa (#6c6962); Calypso Red (#b01214); Royale Blue (#003670); Tropical Mist with Black Roof (#6b8ea2, #151718); Calypso Red + Black	 (#b01214, #151718	); Orcus White + Black	 (#d9dade, #151718	); Sparkle Cocoa + Black	 (#6c6962, #151718	); Orcus White (#d9dade)",N/A
Tata,Harrier (2020-2023) 2.0 XZA+ Kaziranga,N/A,Diesel,Automatic,Available in 1 colors,"Grassland Beige with Piano Black Roof (#625d47, #232b32)",N/A
Tata,Nexon EV Max (2022-2023) XZ Plus 7.2 KW FC,N/A,Electric,Automatic,Available in 3 colors,"Intensi Teal with Gray Roof (#00486e, #576b78); Pristine White with Gray Roof (#f8f4f2, #576b78); Daytona Grey With White Roof (#576b78, #f8f4f2)",N/A
Tata,Nexon EV Max (2022-2023) XM 3.3 KW,N/A,Electric,Automatic,Available in 3 colors,Intensi-Teal (#00486e); Daytona Grey (#576b78); Pristine White (#f8f4f2),N/A
Tata,Nexon EV Max (2022-2023) XZ Plus Lux 7.2 KW FC,N/A,Electric,Automatic,Available in 3 colors,"Intensi Teal with Gray Roof (#00486e, #576b78); Daytona Grey With White Roof (#576b78, #f8f4f2); Pristine White with Gray Roof (#f8f4f2, #576b78)",N/A
Tata,Nexon EV Max (2022-2023) XZ Plus Lux 7.2 KW FC Dark Edition,N/A,Electric,Automatic,Available in 1 colors,Black (#181d20),N/A
Tata,Nexon EV Max (2022-2023) XZ Plus Lux 3.3 KW,N/A,Electric,Automatic,Available in 3 colors,"Intensi Teal with Gray Roof (#00486e, #576b78); Pristine White with Gray Roof (#f8f4f2, #576b78); Daytona Grey With White Roof (#576b78, #f8f4f2)",N/A
Tata,Nexon EV Max (2022-2023) XZ Plus 3.3 KW,N/A,Electric,Automatic,Available in 3 colors,"Intensi Teal with Gray Roof (#00486e, #576b78); Pristine White with Gray Roof (#f8f4f2, #576b78); Daytona Grey With White Roof (#576b78, #f8f4f2)",N/A
Tata,Nexon EV Max (2022-2023) XM 7.2 KW FC,N/A,Electric,Automatic,Available in 3 colors,Intensi Teal (#00486e); Pristine White (#f8f4f2); Daytona Grey (#576b78),N/A
Tata,Nexon EV Max (2022-2023) XZ Plus Lux 3.3 KW Dark Edition,N/A,Electric,Automatic,Available in 1 colors,Black (#181d20),N/A
Tata,Nexon EV Max (2022-2023) XZ Plus Lux 3.3 KW Jet,N/A,Electric,Automatic,Available in 1 colors,"StarLight with Silver Roof (#8d7458, #C0C0C0)",N/A
Tata,Nexon EV Max (2022-2023) XZ Plus Lux 7.2 KW FC Jet,N/A,Electric,Automatic,Available in 1 colors,"StarLight with Silver Roof (#8d7458, #C0C0C0)",N/A
